Split,Filename_Removed,Reason
test,GCA_947343255.1_NCYC621_genomic.cleaned.fna,Mash_dist=0.0075 (Train vs Test)
test,GCA_947343265.1_NCYC3028_genomic.cleaned.fna,Mash_dist=0.0095 (Train vs Test)
test,GCA_947343275.1_NCYC2855_genomic.cleaned.fna,Mash_dist=0.0108 (Train vs Test)
test,GCA_947343285.1_NCYC1765_genomic.cleaned.fna,Mash_dist=0.0158 (Train vs Test)
test,GCA_947343295.1_NCYC2779_genomic.cleaned.fna,Mash_dist=0.0165 (Train vs Test)
test,GCA_947343305.1_NCYC358_genomic.cleaned.fna,Mash_dist=0.0098 (Train vs Test)
test,GCA_947343315.1_NCYC3486_genomic.cleaned.fna,Mash_dist=0.0097 (Train vs Test)
test,GCA_947343325.1_NCYC684_genomic.cleaned.fna,Mash_dist=0.0105 (Train vs Test)
test,GCA_947343335.1_NCYC609_genomic.cleaned.fna,Mash_dist=0.0145 (Train vs Test)
test,GCA_947343345.1_NCYC1529_genomic.cleaned.fna,Mash_dist=0.0097 (Train vs Test)
test,GCA_947343355.1_NCYC4063_genomic.cleaned.fna,Mash_dist=0.0121 (Train vs Test)
test,GCA_026261755.1_CSR3_genomic.cleaned.fna,Mash_dist=0.0235 (Train vs Test)
test,GCA_947343365.1_NCYC95_genomic.cleaned.fna,Mash_dist=0.0071 (Train vs Test)
test,GCA_947343385.1_NCYC93_genomic.cleaned.fna,Mash_dist=0.0111 (Train vs Test)
test,GCA_947343395.1_NCYC77_genomic.cleaned.fna,Mash_dist=0.0082 (Train vs Test)
test,GCA_947343405.1_NCYC81_genomic.cleaned.fna,Mash_dist=0.0161 (Train vs Test)
test,GCA_947343415.1_NCYC3051_genomic.cleaned.fna,Mash_dist=0.0054 (Train vs Test)
test,GCA_947343425.1_NCYC2777_genomic.cleaned.fna,Mash_dist=0.0124 (Train vs Test)
test,GCA_947343435.1_NCYC3516_genomic.cleaned.fna,Mash_dist=0.0082 (Train vs Test)
test,GCA_947343445.1_NCYC1132_genomic.cleaned.fna,Mash_dist=0.0099 (Train vs Test)
test,GCA_947343455.1_NCYC2402_genomic.cleaned.fna,Mash_dist=0.0148 (Train vs Test)
test,GCA_947343465.1_NCYC78_genomic.cleaned.fna,Mash_dist=0.0035 (Train vs Test)
test,GCA_947343475.1_NCYC3324_genomic.cleaned.fna,Mash_dist=0.0049 (Train vs Test)
test,GCA_947343485.1_NCYC3052_genomic.cleaned.fna,Mash_dist=0.0128 (Train vs Test)
test,GCA_947343495.1_NCYC1097_genomic.cleaned.fna,Mash_dist=0.0061 (Train vs Test)
test,GCA_947343505.1_NCYC3035_genomic.cleaned.fna,Mash_dist=0.0106 (Train vs Test)
test,GCA_947343515.1_NCYC3076_genomic.cleaned.fna,Mash_dist=0.0066 (Train vs Test)
test,GCA_947343525.1_NCYC3997_genomic.cleaned.fna,Mash_dist=0.0125 (Train vs Test)
test,GCA_947343535.1_NCYC1111_genomic.cleaned.fna,Mash_dist=0.0088 (Train vs Test)
test,GCA_947343545.1_NCYC3030_genomic.cleaned.fna,Mash_dist=0.0115 (Train vs Test)
test,GCA_947343555.1_NCYC2798_genomic.cleaned.fna,Mash_dist=0.0091 (Train vs Test)
test,GCA_947343565.1_NCYC3036_genomic.cleaned.fna,Mash_dist=0.0114 (Train vs Test)
test,GCA_947343575.1_NCYC86_genomic.cleaned.fna,Mash_dist=0.0149 (Train vs Test)
test,GCA_947343595.1_NCYC2778_genomic.cleaned.fna,Mash_dist=0.0241 (Train vs Test)
test,GCA_947343585.1_NCYC3031_genomic.cleaned.fna,Mash_dist=0.0140 (Train vs Test)
test,GCA_947343605.1_NCYC1167_genomic.cleaned.fna,Mash_dist=0.0115 (Train vs Test)
test,GCA_947343615.1_NCYC1026_genomic.cleaned.fna,Mash_dist=0.0088 (Train vs Test)
test,GCA_947343625.1_NCYC3546_genomic.cleaned.fna,Mash_dist=0.0118 (Train vs Test)
test,GCA_947343635.1_NCYC367_genomic.cleaned.fna,Mash_dist=0.0075 (Train vs Test)
test,GCA_947343645.1_NCYC3124_genomic.cleaned.fna,Mash_dist=0.0093 (Train vs Test)
test,GCA_947343655.1_NCYC2974_genomic.cleaned.fna,Mash_dist=0.0107 (Train vs Test)
test,GCA_947343665.1_NCYC3032_genomic.cleaned.fna,Mash_dist=0.0066 (Train vs Test)
test,GCA_947343675.1_NCYC1260_genomic.cleaned.fna,Mash_dist=0.0083 (Train vs Test)
test,GCA_947343685.1_NCYC3122_genomic.cleaned.fna,Mash_dist=0.0106 (Train vs Test)
test,GCA_947343695.1_NCYC3514_genomic.cleaned.fna,Mash_dist=0.0036 (Train vs Test)
test,GCA_947343705.1_NCYC3499_genomic.cleaned.fna,Mash_dist=0.0069 (Train vs Test)
test,GCA_947343715.1_NCYC3125_genomic.cleaned.fna,Mash_dist=0.0062 (Train vs Test)
test,GCA_947343725.1_NCYC3038_genomic.cleaned.fna,Mash_dist=0.0159 (Train vs Test)
test,GCA_947343735.1_NCYC3123_genomic.cleaned.fna,Mash_dist=0.0107 (Train vs Test)
test,GCA_947343745.1_NCYC82_genomic.cleaned.fna,Mash_dist=0.0094 (Train vs Test)
test,GCA_947343755.1_NCYC3326_genomic.cleaned.fna,Mash_dist=0.0111 (Train vs Test)
test,GCA_947343775.1_NCYC1159_genomic.cleaned.fna,Mash_dist=0.0061 (Train vs Test)
test,GCA_947343765.1_NCYC235_genomic.cleaned.fna,Mash_dist=0.0134 (Train vs Test)
test,GCA_947343785.1_NCYC88_genomic.cleaned.fna,Mash_dist=0.0174 (Train vs Test)
test,GCA_947343795.1_NCYC70_genomic.cleaned.fna,Mash_dist=0.0149 (Train vs Test)
test,GCA_947343805.1_NCYC619_genomic.cleaned.fna,Mash_dist=0.0078 (Train vs Test)
test,GCA_947343815.1_NCYC1023_genomic.cleaned.fna,Mash_dist=0.0136 (Train vs Test)
test,GCA_947343825.1_NCYC479_genomic.cleaned.fna,Mash_dist=0.0111 (Train vs Test)
test,GCA_947343835.1_NCYC3448_genomic.cleaned.fna,Mash_dist=0.0103 (Train vs Test)
test,GCA_947343845.1_NCYC89_genomic.cleaned.fna,Mash_dist=0.0110 (Train vs Test)
test,GCA_947343855.1_NCYC4081_genomic.cleaned.fna,Mash_dist=0.0095 (Train vs Test)
test,GCA_947343865.1_NCYC3077_genomic.cleaned.fna,Mash_dist=0.0162 (Train vs Test)
test,GCA_947343875.1_NCYC1409_genomic.cleaned.fna,Mash_dist=0.0087 (Train vs Test)
test,GCA_947343885.1_NCYC1001_genomic.cleaned.fna,Mash_dist=0.0091 (Train vs Test)
test,GCA_947343895.1_NCYC3528_genomic.cleaned.fna,Mash_dist=0.0104 (Train vs Test)
test,GCA_947343905.1_NCYC3445_genomic.cleaned.fna,Mash_dist=0.0124 (Train vs Test)
test,GCA_947343915.1_NCYC3529_genomic.cleaned.fna,Mash_dist=0.0082 (Train vs Test)
test,GCA_947343925.1_NCYC2945_genomic.cleaned.fna,Mash_dist=0.0079 (Train vs Test)
test,GCA_947343935.1_NCYC3467_genomic.cleaned.fna,Mash_dist=0.0119 (Train vs Test)
test,GCA_947343945.1_NCYC356_genomic.cleaned.fna,Mash_dist=0.0109 (Train vs Test)
test,GCA_947343955.1_NCYC430_genomic.cleaned.fna,Mash_dist=0.0061 (Train vs Test)
test,GCA_947343965.1_NCYC1102_genomic.cleaned.fna,Mash_dist=0.0147 (Train vs Test)
test,GCA_947343975.1_NCYC672_genomic.cleaned.fna,Mash_dist=0.0144 (Train vs Test)
test,GCA_947343985.1_NCYC3343_genomic.cleaned.fna,Mash_dist=0.0090 (Train vs Test)
test,GCA_947343995.1_NCYC3449_genomic.cleaned.fna,Mash_dist=0.0115 (Train vs Test)
test,GCA_947344005.1_NCYC1243_genomic.cleaned.fna,Mash_dist=0.0105 (Train vs Test)
test,GCA_947344015.1_NCYC1311_genomic.cleaned.fna,Mash_dist=0.0105 (Train vs Test)
test,GCA_947344025.1_NCYC2587_genomic.cleaned.fna,Mash_dist=0.0113 (Train vs Test)
test,GCA_947344035.1_NCYC241_genomic.cleaned.fna,Mash_dist=0.0158 (Train vs Test)
test,GCA_947344045.1_NCYC1072_genomic.cleaned.fna,Mash_dist=0.0139 (Train vs Test)
test,GCA_947344055.1_NCYC491_genomic.cleaned.fna,Mash_dist=0.0080 (Train vs Test)
test,GCA_947344065.1_NCYC1218_genomic.cleaned.fna,Mash_dist=0.0175 (Train vs Test)
test,GCA_947344075.1_NCYC2517_genomic.cleaned.fna,Mash_dist=0.0155 (Train vs Test)
test,GCA_947344085.1_NCYC1406_genomic.cleaned.fna,Mash_dist=0.0047 (Train vs Test)
test,GCA_947344095.1_NCYC622_genomic.cleaned.fna,Mash_dist=0.0049 (Train vs Test)
test,GCA_947344105.1_NCYC1274_genomic.cleaned.fna,Mash_dist=0.0086 (Train vs Test)
test,GCA_947344115.1_NCYC1007_genomic.cleaned.fna,Mash_dist=0.0140 (Train vs Test)
test,GCA_947344125.1_NCYC1118_genomic.cleaned.fna,Mash_dist=0.0077 (Train vs Test)
test,GCA_947344135.1_NCYC1298_genomic.cleaned.fna,Mash_dist=0.0084 (Train vs Test)
test,GCA_947344145.1_NCYC620_genomic.cleaned.fna,Mash_dist=0.0089 (Train vs Test)
test,GCA_947344155.1_NCYC2401_genomic.cleaned.fna,Mash_dist=0.0131 (Train vs Test)
test,GCA_947344175.1_NCYC3523_genomic.cleaned.fna,Mash_dist=0.0125 (Train vs Test)
test,GCA_947344165.1_NCYC3313_genomic.cleaned.fna,Mash_dist=0.0116 (Train vs Test)
test,GCA_947344185.1_NCYC956_genomic.cleaned.fna,Mash_dist=0.0237 (Train vs Test)
test,GCA_947344195.1_NCYC1147_genomic.cleaned.fna,Mash_dist=0.0110 (Train vs Test)
test,GCA_947344205.1_NCYC1444_genomic.cleaned.fna,Mash_dist=0.0195 (Train vs Test)
test,GCA_947344215.1_NCYC357_genomic.cleaned.fna,Mash_dist=0.0074 (Train vs Test)
test,GCA_947344225.1_NCYC2695_genomic.cleaned.fna,Mash_dist=0.0130 (Train vs Test)
test,GCA_947344235.1_NCYC1228_genomic.cleaned.fna,Mash_dist=0.0061 (Train vs Test)
test,GCA_947344245.1_NCYC3455_genomic.cleaned.fna,Mash_dist=0.0158 (Train vs Test)
test,GCA_947344255.1_NCYC3464_genomic.cleaned.fna,Mash_dist=0.0084 (Train vs Test)
test,GCA_947344265.1_NCYC996_genomic.cleaned.fna,Mash_dist=0.0097 (Train vs Test)
test,GCA_947344275.1_NCYC2737_genomic.cleaned.fna,Mash_dist=0.0162 (Train vs Test)
test,GCA_947344285.1_NCYC816_genomic.cleaned.fna,Mash_dist=0.0082 (Train vs Test)
test,GCA_947344295.1_NCYC1413_genomic.cleaned.fna,Mash_dist=0.0076 (Train vs Test)
test,GCA_947344305.1_NCYC3511_genomic.cleaned.fna,Mash_dist=0.0079 (Train vs Test)
test,GCA_947344315.1_NCYC3522_genomic.cleaned.fna,Mash_dist=0.0074 (Train vs Test)
test,GCA_947344325.1_NCYC3026_genomic.cleaned.fna,Mash_dist=0.0091 (Train vs Test)
test,GCA_947344335.1_NCYC72_genomic.cleaned.fna,Mash_dist=0.0090 (Train vs Test)
test,GCA_947344345.1_NCYC1315_genomic.cleaned.fna,Mash_dist=0.0076 (Train vs Test)
test,GCA_947344355.1_NCYC1408_genomic.cleaned.fna,Mash_dist=0.0094 (Train vs Test)
test,GCA_947344365.1_NCYC1190_genomic.cleaned.fna,Mash_dist=0.0113 (Train vs Test)
test,GCA_947344375.1_NCYC2397_genomic.cleaned.fna,Mash_dist=0.0079 (Train vs Test)
test,GCA_947344385.1_NCYC3557_genomic.cleaned.fna,Mash_dist=0.0203 (Train vs Test)
test,GCA_947344395.1_NCYC3470_genomic.cleaned.fna,Mash_dist=0.0153 (Train vs Test)
test,GCA_947344405.1_NCYC90_genomic.cleaned.fna,Mash_dist=0.0125 (Train vs Test)
test,GCA_947344415.1_NCYC1151_genomic.cleaned.fna,Mash_dist=0.0104 (Train vs Test)
test,GCA_947344425.1_NCYC1415_genomic.cleaned.fna,Mash_dist=0.0081 (Train vs Test)
test,GCA_947344435.1_NCYC360_genomic.cleaned.fna,Mash_dist=0.0096 (Train vs Test)
test,GCA_947344445.1_NCYC76_genomic.cleaned.fna,Mash_dist=0.0094 (Train vs Test)
test,GCA_947344455.1_NCYC361_genomic.cleaned.fna,Mash_dist=0.0121 (Train vs Test)
test,GCA_947344465.1_NCYC3314_genomic.cleaned.fna,Mash_dist=0.0082 (Train vs Test)
test,GCA_947344475.1_NCYC1407_genomic.cleaned.fna,Mash_dist=0.0121 (Train vs Test)
test,GCA_947344485.1_NCYC3460_genomic.cleaned.fna,Mash_dist=0.0124 (Train vs Test)
test,GCA_947344495.1_NCYC482_genomic.cleaned.fna,Mash_dist=0.0086 (Train vs Test)
test,GCA_947344505.1_NCYC3456_genomic.cleaned.fna,Mash_dist=0.0127 (Train vs Test)
test,GCA_947344515.1_NCYC3461_genomic.cleaned.fna,Mash_dist=0.0293 (Train vs Test)
test,GCA_947344525.1_NCYC232_genomic.cleaned.fna,Mash_dist=0.0147 (Train vs Test)
test,GCA_947344535.1_NCYC1163_genomic.cleaned.fna,Mash_dist=0.0059 (Train vs Test)
test,GCA_947344545.1_NCYC2947_genomic.cleaned.fna,Mash_dist=0.0057 (Train vs Test)
test,GCA_947344555.1_NCYC3265_genomic.cleaned.fna,Mash_dist=0.0118 (Train vs Test)
test,GCA_947344575.1_NCYC3341_genomic.cleaned.fna,Mash_dist=0.0114 (Train vs Test)
test,GCA_947344565.1_NCYC80_genomic.cleaned.fna,Mash_dist=0.0043 (Train vs Test)
test,GCA_947344585.1_NCYC3315_genomic.cleaned.fna,Mash_dist=0.0087 (Train vs Test)
test,GCA_947344595.1_NCYC3458_genomic.cleaned.fna,Mash_dist=0.0092 (Train vs Test)
test,GCA_947344605.1_NCYC91_genomic.cleaned.fna,Mash_dist=0.0101 (Train vs Test)
test,GCA_947344615.1_NCYC478_genomic.cleaned.fna,Mash_dist=0.0150 (Train vs Test)
test,GCA_947344625.1_NCYC1308_genomic.cleaned.fna,Mash_dist=0.0131 (Train vs Test)
test,GCA_947344635.1_NCYC1064_genomic.cleaned.fna,Mash_dist=0.0083 (Train vs Test)
test,GCA_947344645.1_NCYC963_genomic.cleaned.fna,Mash_dist=0.0074 (Train vs Test)
test,GCA_947344655.1_NCYC1010_genomic.cleaned.fna,Mash_dist=0.0092 (Train vs Test)
test,GCA_947344665.1_NCYC1004_genomic.cleaned.fna,Mash_dist=0.0056 (Train vs Test)
test,GCA_947344675.1_NCYC3521_genomic.cleaned.fna,Mash_dist=0.0080 (Train vs Test)
test,GCA_947344685.1_NCYC3630_genomic.cleaned.fna,Mash_dist=0.0149 (Train vs Test)
test,GCA_947344695.1_NCYC1033_genomic.cleaned.fna,Mash_dist=0.0098 (Train vs Test)
test,GCA_947344705.1_NCYC3447_genomic.cleaned.fna,Mash_dist=0.0109 (Train vs Test)
test,GCA_947344715.1_NCYC1603_genomic.cleaned.fna,Mash_dist=0.0131 (Train vs Test)
test,GCA_947344725.1_NCYC3406_genomic.cleaned.fna,Mash_dist=0.0168 (Train vs Test)
test,GCA_947344735.1_NCYC1337_genomic.cleaned.fna,Mash_dist=0.0149 (Train vs Test)
test,GCA_947344745.1_NCYC2592_genomic.cleaned.fna,Mash_dist=0.0109 (Train vs Test)
test,GCA_947344755.1_NCYC2733_genomic.cleaned.fna,Mash_dist=0.0058 (Train vs Test)
test,GCA_947344765.1_NCYC3318_genomic.cleaned.fna,Mash_dist=0.0079 (Train vs Test)
test,GCA_947344775.1_NCYC1292_genomic.cleaned.fna,Mash_dist=0.0069 (Train vs Test)
test,GCA_947344785.1_NCYC1280_genomic.cleaned.fna,Mash_dist=0.0166 (Train vs Test)
test,GCA_947344795.1_NCYC1681_genomic.cleaned.fna,Mash_dist=0.0118 (Train vs Test)
test,GCA_947344805.1_NCYC92_genomic.cleaned.fna,Mash_dist=0.0071 (Train vs Test)
test,GCA_947344815.1_NCYC75_genomic.cleaned.fna,Mash_dist=0.0114 (Train vs Test)
test,GCA_947344825.1_NCYC505_genomic.cleaned.fna,Mash_dist=0.0187 (Train vs Test)
test,GCA_947344835.1_NCYC87_genomic.cleaned.fna,Mash_dist=0.0125 (Train vs Test)
test,GCA_947344845.1_NCYC3325_genomic.cleaned.fna,Mash_dist=0.0086 (Train vs Test)
test,GCA_947344855.1_NCYC3037_genomic.cleaned.fna,Mash_dist=0.0088 (Train vs Test)
test,GCA_947344865.1_NCYC83_genomic.cleaned.fna,Mash_dist=0.0104 (Train vs Test)
test,GCA_947344875.1_NCYC3338_genomic.cleaned.fna,Mash_dist=0.0055 (Train vs Test)
test,GCA_947344885.1_NCYC3334_genomic.cleaned.fna,Mash_dist=0.0146 (Train vs Test)
test,GCA_947344895.1_NCYC1321_genomic.cleaned.fna,Mash_dist=0.0098 (Train vs Test)
test,GCA_947344905.1_NCYC1030_genomic.cleaned.fna,Mash_dist=0.0097 (Train vs Test)
test,GCA_947344915.1_NCYC1017_genomic.cleaned.fna,Mash_dist=0.0093 (Train vs Test)
test,GCA_947344925.1_NCYC1270_genomic.cleaned.fna,Mash_dist=0.0077 (Train vs Test)
test,GCA_947344935.1_NCYC3472_genomic.cleaned.fna,Mash_dist=0.0093 (Train vs Test)
test,GCA_947344945.1_NCYC1199_genomic.cleaned.fna,Mash_dist=0.0118 (Train vs Test)
test,GCA_947344955.1_NCYC3552_genomic.cleaned.fna,Mash_dist=0.0083 (Train vs Test)
test,GCA_947344975.1_NCYC401_genomic.cleaned.fna,Mash_dist=0.0068 (Train vs Test)
test,GCA_947344965.1_NCYC1044_genomic.cleaned.fna,Mash_dist=0.0092 (Train vs Test)
test,GCA_947344985.1_NCYC1240_genomic.cleaned.fna,Mash_dist=0.0066 (Train vs Test)
test,GCA_947344995.1_NCYC1286_genomic.cleaned.fna,Mash_dist=0.0090 (Train vs Test)
test,GCA_947345005.1_NCYC1183_genomic.cleaned.fna,Mash_dist=0.0124 (Train vs Test)
test,GCA_947345015.1_NCYC3403_genomic.cleaned.fna,Mash_dist=0.0089 (Train vs Test)
test,GCA_947345025.1_NCYC1289_genomic.cleaned.fna,Mash_dist=0.0097 (Train vs Test)
test,GCA_947345035.1_NCYC1179_genomic.cleaned.fna,Mash_dist=0.0121 (Train vs Test)
test,GCA_947345045.1_NCYC3549_genomic.cleaned.fna,Mash_dist=0.0126 (Train vs Test)
test,GCA_947345055.1_NCYC3510_genomic.cleaned.fna,Mash_dist=0.0119 (Train vs Test)
test,GCA_947345065.1_NCYC3513_genomic.cleaned.fna,Mash_dist=0.0068 (Train vs Test)
test,GCA_947345075.1_NCYC3340_genomic.cleaned.fna,Mash_dist=0.0025 (Train vs Test)
test,GCA_947345085.1_NCYC1283_genomic.cleaned.fna,Mash_dist=0.0110 (Train vs Test)
test,GCA_947345095.1_NCYC3493_genomic.cleaned.fna,Mash_dist=0.0040 (Train vs Test)
test,GCA_947345105.1_NCYC1055_genomic.cleaned.fna,Mash_dist=0.0072 (Train vs Test)
test,GCA_947345115.1_NCYC3311_genomic.cleaned.fna,Mash_dist=0.0082 (Train vs Test)
test,GCA_947345125.1_NCYC826_genomic.cleaned.fna,Mash_dist=0.0100 (Train vs Test)
test,GCA_947345135.1_NCYC1037_genomic.cleaned.fna,Mash_dist=0.0119 (Train vs Test)
test,GCA_947345145.1_NCYC1211_genomic.cleaned.fna,Mash_dist=0.0134 (Train vs Test)
test,GCA_947345155.1_NCYC3498_genomic.cleaned.fna,Mash_dist=0.0145 (Train vs Test)
test,GCA_947345165.1_NCYC4068_genomic.cleaned.fna,Mash_dist=0.0077 (Train vs Test)
test,GCA_947345175.1_NCYC1052_genomic.cleaned.fna,Mash_dist=0.0086 (Train vs Test)
test,GCA_947345185.1_NCYC1006_genomic.cleaned.fna,Mash_dist=0.0081 (Train vs Test)
test,GCA_947345195.1_NCYC3319_genomic.cleaned.fna,Mash_dist=0.0058 (Train vs Test)
test,GCA_947345205.1_NCYC1245_genomic.cleaned.fna,Mash_dist=0.0194 (Train vs Test)
test,GCA_947345215.1_NCYC1264_genomic.cleaned.fna,Mash_dist=0.0101 (Train vs Test)
test,GCA_947345225.1_NCYC2780_genomic.cleaned.fna,Mash_dist=0.0072 (Train vs Test)
test,GCA_947345235.1_NCYC85_genomic.cleaned.fna,Mash_dist=0.0046 (Train vs Test)
test,GCA_947345245.1_NCYC3033_genomic.cleaned.fna,Mash_dist=0.0077 (Train vs Test)
test,GCA_947345255.1_NCYC2776_genomic.cleaned.fna,Mash_dist=0.0082 (Train vs Test)
test,GCA_947345265.1_NCYC84_genomic.cleaned.fna,Mash_dist=0.0124 (Train vs Test)
test,GCA_947345275.1_NCYC3515_genomic.cleaned.fna,Mash_dist=0.0176 (Train vs Test)
test,GCA_947345285.1_NCYC236_genomic.cleaned.fna,Mash_dist=0.0130 (Train vs Test)
test,GCA_947345295.1_NCYC3114_genomic.cleaned.fna,Mash_dist=0.0089 (Train vs Test)
test,GCA_947345305.1_NCYC3342_genomic.cleaned.fna,Mash_dist=0.0075 (Train vs Test)
test,GCA_947345315.1_NCYC3126_genomic.cleaned.fna,Mash_dist=0.0111 (Train vs Test)
test,GCA_947345325.1_NCYC368_genomic.cleaned.fna,Mash_dist=0.0080 (Train vs Test)
test,GCA_947345335.1_NCYC74_genomic.cleaned.fna,Mash_dist=0.0101 (Train vs Test)
test,GCA_947369765.1_BHH.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0050 (Train vs Test)
test,GCA_947369935.1_AIG.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0037 (Train vs Test)
test,GCA_947369885.1_CPI_1c.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0071 (Train vs Test)
test,GCA_947370195.1_BAH.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0108 (Train vs Test)
test,GCA_947370215.1_BDN_1c.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0061 (Train vs Test)
test,GCA_947370365.1_BBL.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0059 (Train vs Test)
test,GCA_947370465.1_AVB.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0063 (Train vs Test)
test,GCA_947370495.1_APG.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0051 (Train vs Test)
test,GCA_947370585.1_CBK.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0059 (Train vs Test)
test,GCA_947370695.2_ASB_HP2.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0040 (Train vs Test)
test,GCA_947370705.1_ANE.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0074 (Train vs Test)
test,GCA_947370825.1_ADQ.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0075 (Train vs Test)
test,GCA_023497445.1_ASM2349744v1_genomic.cleaned.fna,Mash_dist=0.0091 (Train vs Test)
test,GCA_023629075.1_ASM2362907v1_genomic.cleaned.fna,Mash_dist=0.0031 (Train vs Test)
test,GCA_947297895.1_2629_Torulaspora_delbrueckii_genomic.cleaned.fna,Mash_dist=0.0004 (Train vs Test)
test,GCA_023272835.1_ASM2327283v1_genomic.cleaned.fna,Mash_dist=0.0027 (Train vs Test)
test,GCA_025503895.1_ASM2550389v1_genomic.cleaned.fna,Mash_dist=0.0023 (Train vs Test)
test,GCA_026693385.1_ASM2669338v1_genomic.cleaned.fna,Mash_dist=0.0019 (Train vs Test)
test,GCA_023629175.1_ASM2362917v1_genomic.cleaned.fna,Mash_dist=0.0029 (Train vs Test)
test,GCA_028609645.1_ASM2860964v1_genomic.cleaned.fna,Mash_dist=0.0337 (Train vs Test)
test,GCA_947297615.1_823_Dekkera_bruxellensis_genomic.cleaned.fna,Mash_dist=0.0192 (Train vs Test)
test,GCA_023087585.1_ASM2308758v1_genomic.cleaned.fna,Mash_dist=0.0239 (Train vs Test)
test,GCA_023079205.1_ASM2307920v1_genomic.cleaned.fna,Mash_dist=0.0001 (Train vs Test)
test,GCA_026367875.1_ASM2636787v1_genomic.cleaned.fna,Mash_dist=0.0042 (Train vs Test)
test,GCA_023620035.1_ASM2362003v1_genomic.cleaned.fna,Mash_dist=0.0019 (Train vs Test)
test,GCA_023653635.1_ASM2365363v1_genomic.cleaned.fna,Mash_dist=0.0493 (Train vs Test)
test,GCA_024665695.1_ASM2466569v1_genomic.cleaned.fna,Mash_dist=0.0066 (Train vs Test)
test,GCA_024665715.1_ASM2466571v1_genomic.cleaned.fna,Mash_dist=0.0088 (Train vs Test)
test,GCA_024667295.1_ASM2466729v1_genomic.cleaned.fna,Mash_dist=0.0087 (Train vs Test)
test,GCA_024667605.1_ASM2466760v1_genomic.cleaned.fna,Mash_dist=0.0089 (Train vs Test)
test,GCA_024667655.1_ASM2466765v1_genomic.cleaned.fna,Mash_dist=0.0091 (Train vs Test)
test,GCA_024667855.1_ASM2466785v1_genomic.cleaned.fna,Mash_dist=0.0065 (Train vs Test)
test,GCA_024668885.1_ASM2466888v1_genomic.cleaned.fna,Mash_dist=0.0105 (Train vs Test)
test,GCA_024668895.1_ASM2466889v1_genomic.cleaned.fna,Mash_dist=0.0091 (Train vs Test)
test,GCA_024669875.1_ASM2466987v1_genomic.cleaned.fna,Mash_dist=0.0089 (Train vs Test)
test,GCA_024671095.1_ASM2467109v1_genomic.cleaned.fna,Mash_dist=0.0089 (Train vs Test)
test,GCA_024670455.1_ASM2467045v1_genomic.cleaned.fna,Mash_dist=0.0079 (Train vs Test)
test,GCA_024671105.1_ASM2467110v1_genomic.cleaned.fna,Mash_dist=0.0079 (Train vs Test)
test,GCA_024672335.1_ASM2467233v1_genomic.cleaned.fna,Mash_dist=0.0058 (Train vs Test)
test,GCA_024672685.1_ASM2467268v1_genomic.cleaned.fna,Mash_dist=0.0057 (Train vs Test)
test,GCA_024673175.1_ASM2467317v1_genomic.cleaned.fna,Mash_dist=0.0087 (Train vs Test)
test,GCA_024673995.1_ASM2467399v1_genomic.cleaned.fna,Mash_dist=0.0085 (Train vs Test)
test,GCA_024674045.1_ASM2467404v1_genomic.cleaned.fna,Mash_dist=0.0088 (Train vs Test)
test,GCA_024674685.1_ASM2467468v1_genomic.cleaned.fna,Mash_dist=0.0062 (Train vs Test)
test,GCA_024675505.1_ASM2467550v1_genomic.cleaned.fna,Mash_dist=0.0064 (Train vs Test)
test,GCA_024676255.1_ASM2467625v1_genomic.cleaned.fna,Mash_dist=0.0095 (Train vs Test)
test,GCA_024676745.1_ASM2467674v1_genomic.cleaned.fna,Mash_dist=0.0062 (Train vs Test)
test,GCA_024676865.1_ASM2467686v1_genomic.cleaned.fna,Mash_dist=0.0088 (Train vs Test)
test,GCA_024676875.1_ASM2467687v1_genomic.cleaned.fna,Mash_dist=0.0090 (Train vs Test)
test,GCA_024676895.1_ASM2467689v1_genomic.cleaned.fna,Mash_dist=0.0087 (Train vs Test)
test,GCA_024676915.1_ASM2467691v1_genomic.cleaned.fna,Mash_dist=0.0087 (Train vs Test)
test,GCA_024676945.1_ASM2467694v1_genomic.cleaned.fna,Mash_dist=0.0086 (Train vs Test)
test,GCA_024676965.1_ASM2467696v1_genomic.cleaned.fna,Mash_dist=0.0092 (Train vs Test)
test,GCA_024677005.1_ASM2467700v1_genomic.cleaned.fna,Mash_dist=0.0065 (Train vs Test)
test,GCA_024677025.1_ASM2467702v1_genomic.cleaned.fna,Mash_dist=0.0063 (Train vs Test)
test,GCA_024677125.1_ASM2467712v1_genomic.cleaned.fna,Mash_dist=0.0065 (Train vs Test)
test,GCA_024677145.1_ASM2467714v1_genomic.cleaned.fna,Mash_dist=0.0088 (Train vs Test)
